Course Code,Course,Institution,Level,Topic,Participant,Pre,Post,Difference,Pre Duration (seconds),Post Duration (seconds)
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,298,5,4.5,-0.5,706,599
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,299,4,5.5,1.5,318,697
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,300,6.5,5,-1.5,357,517
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,301,3,8,5,420,1665
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,302,2,8,6,538,312
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,303,4.5,5.5,1,466,278
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,304,0.5,1,0.5,612,69
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,305,4,4.5,0.5,694,462
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,306,4,6,2,1430,182
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,307,1,1,0,265,189
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,308,2,2,0,426,108
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,309,5,4,-1,459,414
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,310,6,4,-2,308,196
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,311,7.5,6.5,-1,839,1134
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,312,1,6,5,174,832
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,313,6,3.5,-2.5,679,344
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,314,0.5,7.5,7,199,769
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,315,4,6,2,520,850
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,316,3.5,5,1.5,512,378
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,317,8,7,-1,563,790
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,318,3,7,4,324,176
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,319,5.5,9,3.5,493,301
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,320,4,4,0,2154,521
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,321,1,6,5,6674,641
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,322,4.5,6.5,2,624,442
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,323,2.5,5,2.5,320,502
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,324,4,5,1,664,444
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,325,2,3,1,391,226
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,326,2,9,7,111,878
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,327,3,4,1,88,204
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,328,2.5,7.5,5,375,383
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,329,7,6,-1,581,418
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,330,1.5,6,4.5,399,548
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,331,2,7,5,18276,402
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,332,3,6,3,679,649
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,333,3.5,5,1.5,341,228
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,334,2,5,3,759,421
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,335,3.5,3.5,0,862,326
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,336,2.5,6,3.5,682,227
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,337,2,10,8,798,3599
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,338,4,6,2,547,370
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,339,7,7,0,420,402
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,340,2,4.5,2.5,718,144
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,341,5.5,9,3.5,139,501
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,342,7,10.5,3.5,690,1174
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,343,5,1,-4,432,96
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,344,3,2.5,-0.5,716,182
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,345,3,3,0,220,432
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,346,4.5,0.5,-4,430,385
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,347,5.5,7.5,2,4617,528
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,348,2.5,4,1.5,160,352
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,349,4.5,9.5,5,892,606
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,350,0,5,5,439,491
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,351,4.5,5.5,1,525,278
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,352,2.5,4.5,2,230,541
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,353,3.5,8.5,5,551,664
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,354,6,6,0,17046,6897
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,355,5.5,4,-1.5,734,127
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,356,3,6.5,3.5,463,489
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,357,2.5,5,2.5,196,146
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,358,5,5,0,258,486
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,359,2.5,8,5.5,533,513
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,360,2,6.5,4.5,518,6568
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,361,8.5,5,-3.5,618,282
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,362,-0.5,1,1.5,1423,174
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,363,4.5,6.5,2,920,916
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,364,4,5,1,295,77
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,365,5,6.5,1.5,613,590
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,366,3,5.5,2.5,506,178
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,367,5,6.5,1.5,121,589
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,368,4,4,0,280,179
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,369,1.5,3,1.5,515,19499
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,370,3.5,4,0.5,5710,130
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,371,6,9.5,3.5,1103,540
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,372,4,3.5,-0.5,371,329
S20_USD,R1_Gen_Bio,1R,lower,1General Biology,373,4,3,-1,423,168
,,,,,,,,,,
